index,k0,v0
0,1.3616404312283814,1.149420097908697
1,1.2695419677013038,0.9620150164437551
2,1.2659085024409655,1.0170586170282265
3,0.4499431416632076,1.5994505530704255
4,1.3429579742076179,1.147935951340651
5,1.6052416252411423,0.8218889226557666
6,0.4244602284646213,0.9795338816710782
7,0.5313496833884654,1.0635256521354342
8,0.6308731463061764,1.0005174585477603
9,1.4528405623684046,1.2064038595330013
10,0.4903568410258223,0.9634918668774433
11,1.2788385448665145,0.8371174566067242
12,0.5651280080802625,0.9011085324198841
13,1.5171412490705283,0.8876669452866734
14,1.5714517905638603,0.978063719865136
15,0.5164978231835116,0.9762912525172024
16,0.5227304861354439,0.9361548999347269
17,0.5286875689276849,1.0804416752176635
18,0.5158211958711654,0.9871388925157564
19,1.6835112101361736,1.171624402861274
20,0.47731246180660025,0.8757175705388709
21,1.2332093420374717,1.0893748595353918
22,0.5514345677252255,1.0997980870376485
23,0.5364038659585737,0.6175555112544455
24,0.47589796716875016,1.0627521733912095
25,1.6016507514501441,0.9962069086129782
26,1.5004393040206407,1.0107123770267628
27,1.1261466586822435,1.1873305002747516
28,0.6294467904299931,0.857863924522222
29,0.5206397075699336,0.9594334745815833
30,1.4595232348836493,1.2253414491430474
31,0.44907974961977626,0.8679137767716406
32,0.45990561096867943,1.455681912865391
33,0.4860844970826408,1.0790121369884194
34,1.5043069140828786,0.881107307298731
35,0.47142407751464543,0.9254726914973308
36,0.550184059782276,1.2055422857150724
37,0.4800518719722582,0.7086347513602234
38,1.5969883919076657,1.0225956988653424
39,0.5397951169432453,1.1286486195060363
40,0.49584127353345286,1.2643332851640037
41,0.4495409725578019,0.8905089815897943
42,0.46782272040578465,1.1756596357134064
43,0.5252100959726325,0.9049379513143975
44,1.4923014629177884,1.125634587032332
45,0.5770014907440237,1.2800604518492407
46,0.579154928834626,1.4085673934965308
47,0.540671537124387,0.9121516937556733
48,1.5601793541565094,1.130980407438231
49,1.5000314709195164,0.6281794004621335
50,1.5756632686882022,1.1251152083058071
51,0.4306795347644643,1.492745953862306
52,0.5784960338053035,1.0293653010359731
53,0.5433635551314341,1.2930099923814442
54,1.5747606824782379,1.0670461876646151
55,0.5039805515467902,1.063143775473322
56,1.4462909352517106,0.9143862735362553
57,0.5149025163350107,1.0598103411159538
58,0.5816886252002305,0.9226912270112987
59,1.559007928179281,1.0086311300292938
60,1.6049533635551945,0.8919293525100912
61,1.7997072648981423,1.0334347996611022
62,1.3503231386490882,0.6711892652330291
63,1.6863096227624443,0.9124523242381388
64,1.321866777857567,0.8456144703858877
65,0.53673309285549,1.2106027928181298
66,0.5533812421772327,1.1536032978528272
67,0.539367424708506,1.1787916122766193
68,1.3246556938352698,1.3763679611348036
69,0.4804918263369051,1.313198668144598
70,0.5038027710587648,0.8459011714453659
71,1.270051889719919,1.4034545531373883
72,1.2145707249452509,1.2011942572107381
73,0.4911506104135631,0.7634936809202812
74,1.5517283063494214,0.833994136951817
75,1.353753766241937,1.3333738855174806
76,0.5571343417341404,1.2307571594481899
77,0.5925191566065324,1.5639459283244457
78,1.7386872508386877,1.051937449157946
79,1.8029067865957362,1.1884885424868372
80,0.4757699039642466,0.7810818594098771
81,0.4803257025703462,1.2647446330994765
82,0.5587345686349794,0.8579737136382302
83,0.5443279526489533,0.7225213059719915
84,1.3955219690750504,1.0111165025757656
85,0.464828701210664,1.176594397208857
86,1.3153240657437222,1.0425391368811943
87,0.5230858791360652,0.9087746074701271
88,1.4760982616357128,1.3056717369001545
89,1.295529496763437,1.1582157973451637
90,0.6107031124057465,0.7900513976212109
91,1.6078233763932996,0.837444332257176
92,0.44454252688464385,1.0310737350527868
93,1.5724185721168014,0.8837010891931982
94,1.4785913213395856,1.1740556308889303
95,1.6430807044019886,1.0596610047863682
96,0.5793218890104651,0.9130835496276632
97,1.6428792343084806,0.9104515874330958
98,1.7121771754830846,1.18928576850269
99,0.534569746473538,0.7283494669157353
